"","tipo_transaccion","nombre_comercio","giro_nombre","mcc_nombre","fecha_transaccion","ope_pais","entry_mode","sexo_cliente","estado_cliente","edad_cliente","monto_transaccion","id_cliente","tiempo","cluster"
"123","TDC","METROBUSL1SURPA       CIUDAD DE MEX001","OTROS","TRANSPORTE LOCAL URBANO Y SUBURB DE PASAJEROS",2023-02-13,"MX","CARD PRESENT","M","CIUDAD DE MEXICO",24,12.94,9121,97,4
"124","TDC","REST ROYS             CUERNAVACA MOMO","RESTAURANTE","RESTAURANTES",2023-02-01,"MX","CARD PRESENT","M","QUERETARO",39,171.88,7085,85,2
"125","TDD","MERCADO PAGO 5        CIUDAD DE MEX001","OTROS","MERCADO DIRECTO - VENTAS POR CATALOGO",2023-02-27,"MX","CARD NOT PRESENT","M","NUEVO LEON",21,26.67,1357,111,4
"126","TDD","SC*PLAYDOIT           GOMEZ PALACIO010","OTROS","BANDAS, ORQUESTAS, GRUPOS,DIVERSIONES NO CLASIFICA",2022-12-28,"MX","CARD NOT PRESENT","M","PUEBLA",19,569.1,984,50,3
"127","TDD","NETFLIX CR            CIUDAD DE MEX001","ENTRETENIMIENTO","PAGO DE SERVICIO POR TELEVISION CABLE/POR EVENTO",2022-11-27,"MX","CARD NOT PRESENT","M","JALISCO",34,79.31,7052,19,4
"128","TDD","RAPPI E COM           CIUDAD DE MEXCMX","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-02-17,"MX","CARD NOT PRESENT","M","NUEVO LEON",25,122.3,300,101,4
"129","TDD","PAYPAL3               MEXICO DF    DF","AGREGADOR","AGREGADOR",2022-11-21,"MX","CARD NOT PRESENT","F","NUEVO LEON",21,587.08,8356,13,3
"130","TDC","CINEPOLIS TAQUILLA    MORELIA MICH 16","ENTRETENIMIENTO","CINES, TEATROS",2023-02-08,"MX","CARD PRESENT","M","PUEBLA",31,61.85,5091,92,4
"131","TDD","EBANX*APLAZO          MIGUEL HIDALGDF","AGREGADOR","AGREGADOR",2023-02-03,"MX","CARD NOT PRESENT","M","CHIAPAS",31,200.41,8029,87,2
"132","TDD","TULOTERO MEXICO       CIUDAD DE MEX001","OTROS","COMERCIOS ELECTRONICOS (VTAS POR INTERNET)",2023-03-05,"MX","CARD NOT PRESENT","M","MEXICO",28,34.9,4181,117,4
"133","TDD","SNP*MERCADOPAGO       CIUDAD DE MEX001","AGREGADOR","AGREGADOR",2023-02-17,"MX","CARD PRESENT","F","MEXICO",52,37.89,4962,101,4
"134","TDD","STR*UBER PENDING      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-02-24,"MX","CARD NOT PRESENT","M","BAJA CALIFORNIA SUR",38,49.87,7499,108,4
"135","TDC","STP*UBER PENDING      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-11-25,"MX","CARD NOT PRESENT","F","NUEVO LEON",23,109.71,337,17,4
"136","TDC","EBANX DIGITAL GOODS CRMIGUEL HIDALGDF","OTROS","SERVICIOS EMPRESARIALES - NO CLASIFICADOS",2023-01-30,"MX","CARD NOT PRESENT","F","YUCATAN",25,84.3,5533,83,4
"137","TDD","MERCADO PAGO          CIUDAD DE MEXDF","OTROS","MERCADEO DIRECTO - NO CLASIFICADO",2023-01-31,"MX","CARD NOT PRESENT","F","MEXICO",50,142.69,4923,84,2
"138","TDD","SR PAGO*MIBAITCOM     BENITO JUAREZ001","AGREGADOR","AGREGADOR",2022-11-29,"MX","CARD NOT PRESENT","M","YUCATAN",23,109.75,7766,21,4
"139","TDC","PAYPAL *UBER BV          35314369001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-11-11,"NL","CARD NOT PRESENT","M","JALISCO",31,69.83,5489,3,4
"140","TDD","ENVIAFLORES COM       MONTERREY NL 000","RETAIL","FLORERIAS",2023-01-18,"MX","CARD NOT PRESENT","M","NUEVO LEON",35,529.23,2250,71,3
"141","TDC","CLIP MX*COMERCIO ANGELCENTLA       000","AGREGADOR","AGREGADOR",2023-02-15,"MX","CARD PRESENT","M","TABASCO",23,260.18,1982,99,2
"142","TDD","7 ELEVEN AGUACATE     GUADALUPE NL NL","RETAIL","TIENDAS DE CONVENIENCIA, MINISUPER",2022-11-13,"MX","CARD PRESENT","M","NUEVO LEON",23,52.12,9230,5,4
"143","TDC","NATURA PARQUE DELTA   CIUDAD DE MEX001","RETAIL","TIENDAS - COSMETICOS  PERFUMERIA",2022-12-30,"MX","CARD PRESENT","F","CIUDAD DE MEXICO",26,259.81,6685,52,2
"144","TDD","D LOCAL*DIDI RIDES    CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-12-09,"MX","CARD NOT PRESENT","F","QUERETARO",32,27.16,3273,31,4
"145","TDC","DLOCAL*DIDI RIDES CA  CIUDAD DE MEX09","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-02-18,"MX","CARD NOT PRESENT","M","SONORA",21,32.96,6073,102,4
"146","TDD","PAYPAL *UBER BV          35314369001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-01-15,"NL","CARD NOT PRESENT","F","MEXICO",27,39.87,4057,68,4
"147","TDD","STRIPE *UBER PENDING  CIUDAD DE MEXCMX","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-02-13,"MX","CARD NOT PRESENT","F","TAMAULIPAS",21,21.89,3529,97,4
"148","TDD","STP*UBER EATS PENDING CIUDAD DE MEX001","OTROS","TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",2022-11-27,"MX","CARD NOT PRESENT","M","CIUDAD DE MEXICO",31,88.99,6821,19,4
"149","TDD","METROBUSL1PA          CIUDAD DE MEX001","OTROS","TRANSPORTE LOCAL URBANO Y SUBURB DE PASAJEROS",2022-11-23,"MX","CARD PRESENT","M","CIUDAD DE MEXICO",29,12.94,7274,15,4
"150","TDD","MERCADO PAGO          CIUDAD DE MEXDF","OTROS","MERCADEO DIRECTO - NO CLASIFICADO",2022-11-30,"MX","CARD NOT PRESENT","M","NUEVO LEON",123,317.02,8210,22,2
"151","TDD","SRPAGO*RESTAURANTE    CIUDAD DE MEX001","AGREGADOR","AGREGADOR",2022-11-08,"MX","CARD PRESENT","F","COAHUILA DE ZARAGOZA",21,87.3,469,0,4
"152","TDC","CONEKTA*MISALDOSFINX  NAUCALPAN DE 001","OTROS","SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS",2023-02-24,"MX","CARD NOT PRESENT","M","JALISCO",25,59.85,442,108,4
"153","TDC","VIVA AEROBUS CIB      APODACA      00","TRANSPORTE AEREO","OTRAS LINEAS AEREAS -FLETES AEREOS NO CLASIFICADAS",2023-02-04,"MX","CARD NOT PRESENT","M","BAJA CALIFORNIA",29,883.36,1693,88,1
"154","TDC","MERCADO PAGO 1        CIUDAD DE MEX001","OTROS","MERCADO DIRECTO - VENTAS POR CATALOGO",2023-01-06,"MX","CARD NOT PRESENT","M","CHIAPAS",34,635.2,344,59,3
"155","TDD","STP*UBER TRIP         CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-12-12,"MX","CARD NOT PRESENT","F","NUEVO LEON",24,86.85,2969,34,4
"156","TDC","CINEPOLIS DULCERIA    MORELIA MICH 16","ENTRETENIMIENTO","CINES, TEATROS",2022-12-03,"MX","CARD PRESENT","F","NUEVO LEON",28,88.79,3506,25,4
"157","TDC","PAY*RAPPI COMERCIO E  CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-11-30,"MX","CARD NOT PRESENT","M","YUCATAN",30,189.44,6520,22,2
"158","TDD","BROCHETAS Y PARRILLADASANTIAGO DE Q022","RETAIL","ALIMENTOS - PROVEEDORES Y DISTRIBUIDORES",2023-02-24,"MX","CARD PRESENT","M","CIUDAD DE MEXICO",52,111.25,6302,108,4
"159","TDC","SNP*MERCADOPAGO       CIUDAD DE MEX001","AGREGADOR","AGREGADOR",2022-11-19,"MX","CARD NOT PRESENT","M","CIUDAD DE MEXICO",29,343.78,7347,11,2
"160","TDD","MERCADO PAGO          CIUDAD DE MEXDF","OTROS","MERCADEO DIRECTO - NO CLASIFICADO",2023-01-24,"MX","CARD NOT PRESENT","M","SAN LUIS POTOSI",31,14.94,7556,77,4
"161","TDD","7 ELEVEN LARA RUIZ CORMONTERREY NL NL","RETAIL","TIENDAS DE CONVENIENCIA, MINISUPER",2023-01-25,"MX","CARD PRESENT","M","NUEVO LEON",24,19.93,3178,78,4
"162","TDC","VIVA AEROBUS CIB      APODACA      00","TRANSPORTE AEREO","OTRAS LINEAS AEREAS -FLETES AEREOS NO CLASIFICADAS",2023-01-19,"MX","CARD NOT PRESENT","M","CIUDAD DE MEXICO",26,269.96,6079,72,2
"163","TDD","DQ LA PAZ             HERMOSILLO SO026","COMIDA RAPIDA","COMIDA RAPIDA",2023-01-16,"MX","CARD PRESENT","F","BAJA CALIFORNIA SUR",23,13.69,7088,69,4
"164","TDD","STP*UNDOSTRES COM MX  CIUDAD DE MEX001","AGREGADOR","AGREGADOR",2022-11-15,"MX","CARD NOT PRESENT","M","MICHOACAN DE OCAMPO",30,34.9,5806,7,4
"165","TDD","OPENPAY*RAPPI         CIUDAD DE MEXCMX","AGREGADOR","AGREGADOR",2023-01-20,"MX","CARD NOT PRESENT","F","SONORA",35,24.01,3724,73,4
"166","TDD","DLOCAL*DIDI FOOD      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-12-30,"MX","CARD NOT PRESENT","M","SONORA",26,77.81,3834,52,4
"167","TDD","DLOCAL*DIDI FOOD CA   CIUDAD DE MEX09","AGREGADOR","AGREGADOR",2023-01-29,"MX","CARD NOT PRESENT","M","MEXICO",28,133.7,8621,82,4
"168","TDC","STP*UBER TRIP         CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-12-09,"MX","CARD NOT PRESENT","M","GUERRERO",31,149,3248,31,2
"169","TDC","VICTORIA S SECRET 0623   LAREDO","RETAIL","ROPA CASUAL DAMAS LENCERIA",2022-11-28,"US","CARD PRESENT","M","JALISCO",41,716.75,9770,20,3
"170","TDC","CINEPOLIS TAQUILLA    MORELIA MICH 16","ENTRETENIMIENTO","CINES, TEATROS",2022-12-23,"MX","CARD PRESENT","M","JALISCO",40,51.37,1799,45,4
"171","TDD","EBANX CANVA           MIGUEL HIDALGDF","OTROS","SERVICIOS EMPRESARIALES - NO CLASIFICADOS",2023-02-28,"MX","CARD NOT PRESENT","M","TAMAULIPAS",29,84.3,6492,112,4
"172","TDC","DOLCE NATURA          GUADALAJARA J014","RETAIL","DULCERIAS, PASTELERIAS Y CONFITERIAS, SEMILLAS",2022-11-13,"MX","CARD PRESENT","M","JALISCO",30,198.57,5198,5,2
"173","TDC","CK SANTANDER          SANTIAGO DE QQU","RETAIL","TIENDAS DE CONVENIENCIA, MINISUPER",2023-02-23,"MX","CARD PRESENT","M","GUANAJUATO",25,23.17,4740,107,4
"174","TDC","SNP*MERCADOPAGO       CIUDAD DE MEX001","AGREGADOR","AGREGADOR",2023-01-15,"MX","CARD NOT PRESENT","F","NUEVO LEON",19,573.97,1182,68,3
"175","TDD","NAYAX1 *NAYAX *GLOBAL MEXICO DF    DF","AGREGADOR","AGREGADOR",2022-12-15,"MX","CARD PRESENT","M","NUEVO LEON",30,17.93,7457,37,4
"176","TDD","D LOCAL*DIDI RIDES    CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-02-15,"MX","CARD NOT PRESENT","F","CIUDAD DE MEXICO",24,29.63,4578,99,4
"177","TDD","SNP*MERCADOPAGO       CIUDAD DE MEX001","AGREGADOR","AGREGADOR",2023-03-03,"MX","CARD PRESENT","M","HIDALGO",23,32.41,2929,115,4
"178","TDD","D LOCAL*DIDI RIDES    CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-03-03,"MX","CARD NOT PRESENT","F","NUEVO LEON",44,28.64,4263,115,4
"179","TDC","STP*UBER PENDING      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-12-10,"MX","CARD NOT PRESENT","M","DURANGO",24,49.86,2193,32,4
"180","TDD","STP*UBER PENDING      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-01-07,"MX","CARD NOT PRESENT","M","NUEVO LEON",21,29.9,9840,60,4
"181","TDD","MERCADO PAGO          CIUDAD DE MEXDF","OTROS","MERCADEO DIRECTO - NO CLASIFICADO",2023-01-14,"MX","CARD NOT PRESENT","M","CIUDAD DE MEXICO",61,59.85,355,67,4
"182","TDD","SNP*MERCADOPAGO       CIUDAD DE MEX001","AGREGADOR","AGREGADOR",2022-12-27,"MX","CARD NOT PRESENT","M","JALISCO",32,551.64,5031,49,3
"183","TDC","Google UDEMY INC         650-2530000","RETAIL","VENTA DE SOFTWARE PARA COMPUTADORAS",2023-01-10,"US","CARD NOT PRESENT","M","QUINTANA ROO",20,109.25,3823,63,4
"184","TDC","STP*UBER EATS PENDING CIUDAD DE MEX001","OTROS","TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",2022-11-21,"MX","CARD NOT PRESENT","F","CIUDAD DE MEXICO",47,140.91,4986,13,2
"185","TDD","DLOCAL*DIDI RIDES MX  CIUDAD DE MEX09","AGREGADOR","AGREGADOR",2022-11-20,"MX","CARD NOT PRESENT","F","NUEVO LEON",29,36.15,4474,12,4
"186","TDD","STP*UBER TRIP         CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-01-10,"MX","CARD NOT PRESENT","F","GUANAJUATO",19,25.69,386,63,4
"187","TDC","STRIPE *UBER PENDING  CIUDAD DE MEXCMX","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-02-16,"MX","CARD NOT PRESENT","M","QUERETARO",24,29.68,1507,100,4
"188","TDC","STP*UBER PENDING      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-01-11,"MX","CARD NOT PRESENT","F","NUEVO LEON",27,39.84,6076,64,4
"189","TDD","METROBUSL1PA          CIUDAD DE MEX001","OTROS","TRANSPORTE LOCAL URBANO Y SUBURB DE PASAJEROS",2022-12-08,"MX","CARD PRESENT","M","CIUDAD DE MEXICO",22,12.94,8900,30,4
"190","TDC","GOOGLE *Domains          g.co/helppay#","OTROS","SERVICIOS EMPRESARIALES - NO CLASIFICADOS",2022-12-01,"GB","CARD NOT PRESENT","M","CIUDAD DE MEXICO",40,167.14,3996,23,2
"191","TDC","Google Playrix Games     650-2530000","RETAIL","VENTA DE SOFTWARE PARA COMPUTADORAS",2022-12-24,"US","CARD NOT PRESENT","F","MEXICO",27,34.4,5584,46,4
"192","TDD","Google YOOZOO            650-2530000","OTROS","SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS",2023-01-30,"US","CARD NOT PRESENT","M","CIUDAD DE MEXICO",22,23.39,5205,83,4
"193","TDC","STP*UBER TRIP         CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-01-23,"MX","CARD NOT PRESENT","M","CIUDAD DE MEXICO",37,156.12,3733,76,2
"194","TDC","OPENPAY*ROKU DISNEY   CUAUHTEMOC   CMX","AGREGADOR","AGREGADOR",2023-01-03,"MX","CARD NOT PRESENT","M","HIDALGO",32,49.37,1049,56,4
"195","TDC","UBER                  CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-01-01,"MX","CARD NOT PRESENT","M","NUEVO LEON",26,19.93,9417,54,4
"196","TDC","STR*UBER TRIP         CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-01-22,"MX","CARD NOT PRESENT","F","BAJA CALIFORNIA",28,33.65,1171,75,4
"197","TDC","DLOCAL*DIDI RIDES     CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-12-07,"MX","CARD NOT PRESENT","F","CHIAPAS",20,37.96,1508,29,4
"198","TDD","RAPPI E COM           CIUDAD DE MEXCMX","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-12-13,"MX","CARD NOT PRESENT","M","CIUDAD DE MEXICO",42,80.31,5164,35,4
"199","TDD","SC*CALIENTEMX2        TIJUANA BCN  001","ENTRETENIMIENTO","CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",2022-12-03,"MX","CARD NOT PRESENT","F","BAJA CALIFORNIA",35,209.55,6998,25,2
"200","TDD","OPENPAY*APLAZ SA DE CVMIGUEL HIDALGCMX","AGREGADOR","AGREGADOR",2022-12-25,"MX","CARD NOT PRESENT","M","GUANAJUATO",33,260.87,6039,47,2
"201","TDC","UBER                  CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-11-20,"MX","CARD NOT PRESENT","F","MEXICO",21,19.93,5920,12,4
"202","TDC","Google Activision        650-2530000","RETAIL","VENTA DE SOFTWARE PARA COMPUTADORAS",2022-12-22,"US","CARD NOT PRESENT","M","GUANAJUATO",123,59.35,9163,44,4
"203","TDD","MERCADO PAGO          CIUDAD DE MEXDF","OTROS","MERCADEO DIRECTO - NO CLASIFICADO",2022-11-18,"MX","CARD NOT PRESENT","F","GUANAJUATO",39,59.85,7341,10,4
"204","TDC","DLOCAL*DIDI FOOD      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-01-03,"MX","CARD NOT PRESENT","M","COAHUILA DE ZARAGOZA",30,27.27,4415,56,4
"205","TDD","DLOCAL*DIDI RIDES     CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-12-28,"MX","CARD NOT PRESENT","M","HIDALGO",31,29.75,6977,50,4
"206","TDD","7ELEVEN T2670 UNISUR  TLAQUEPAQUE JJA","RETAIL","TIENDAS DE CONVENIENCIA, MINISUPER",2022-12-01,"MX","CARD PRESENT","M","JALISCO",29,30.66,6869,23,4
"207","TDC","SNP*MERCADOPAGO       CIUDAD DE MEX001","AGREGADOR","AGREGADOR",2023-01-25,"MX","CARD NOT PRESENT","M","VERACRUZ DE IGNACIO DE LA LLAV",32,549.85,2772,78,3
"208","TDC","NETPAY*CERV DE BARRI  CIUDAD DE MEX001","RESTAURANTE","RESTAURANTES",2022-11-10,"MX","CARD PRESENT","M","CIUDAD DE MEXICO",27,332.46,3539,2,2
"209","TDC","SC*PLAYDOIT           GOMEZ PALACIO010","RETAIL","CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES)",2023-03-01,"MX","CARD NOT PRESENT","M","VERACRUZ DE IGNACIO DE LA LLAV",36,59.85,9194,113,4
"210","TDC","STP*UBER PENDING      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2022-11-12,"MX","CARD NOT PRESENT","M","DURANGO",25,59.84,1086,4,4
"211","TDC","STP*UBER PENDING      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-01-14,"MX","CARD NOT PRESENT","M","JALISCO",39,89.76,6566,67,4
"212","TDD","CINETEC MU            CIUDAD DE MEXDF","ENTRETENIMIENTO","CINES, TEATROS",2023-02-21,"MX","CARD NOT PRESENT","F","CIUDAD DE MEXICO",44,29.91,8116,105,4
"213","TDC","CINEPOLIS TAQUILLA    MORELIA MICH 16","ENTRETENIMIENTO","CINES, TEATROS",2022-12-25,"MX","CARD PRESENT","M","NUEVO LEON",30,124.72,1910,47,4
"214","TDC","DLOCAL*DIDI FOOD CA   CIUDAD DE MEX09","AGREGADOR","AGREGADOR",2022-12-27,"MX","CARD NOT PRESENT","M","CHIHUAHUA",26,104.76,895,49,4
"215","TDD","TCONE*AGREGADOR       CIUDAD DE MEX09","AGREGADOR","AGREGADOR",2022-12-22,"MX","CARD PRESENT","M","CHIHUAHUA",59,14.94,8579,44,4
"216","TDC","DON CHAMALITO         MONTERREY NL 019","RESTAURANTE","BARES,BEBIDAS ALCOHOLICAS,TABERNAS,DISCOTECAS",2023-02-11,"MX","CARD PRESENT","M","NUEVO LEON",27,345.66,5826,95,2
"217","TDD","MERCADO PAGO          CIUDAD DE MEXDF","OTROS","MERCADEO DIRECTO - NO CLASIFICADO",2023-02-09,"MX","CARD NOT PRESENT","F","NUEVO LEON",39,282.91,9342,93,2
"218","TDD","STR*UBER PENDING      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-02-15,"MX","CARD NOT PRESENT","F","MICHOACAN DE OCAMPO",30,69.79,1784,99,4
"219","TDD","BET365 MX SEC         CIUDAD DE MEXDF","RETAIL","CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES)",2022-11-13,"MX","CARD NOT PRESENT","M","MEXICO",39,59.85,3965,5,4
"220","TDD","STP*UBER EATS PENDING CIUDAD DE MEX001","OTROS","TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",2022-12-04,"MX","CARD NOT PRESENT","M","PUEBLA",24,96.48,9280,26,4
"221","TDD","MERCADO PAGO          CIUDAD DE MEXDF","OTROS","MERCADEO DIRECTO - NO CLASIFICADO",2023-01-01,"MX","CARD NOT PRESENT","M","NUEVO LEON",22,458.96,5515,54,3
"222","TDD","SC*PLAYDOIT           GOMEZ PALACIO010","RETAIL","CASINOS CASAS DE JUEGO (APUESTAS INCLUYE BILLETES)",2023-02-06,"MX","CARD NOT PRESENT","M","CHIAPAS",25,59.85,5446,90,4
"223","TDC","NAILS AND LASHES SALONCIUDAD DE MEXDF","SALONES DE BELLEZA","SALONES DE BELLEZA, (PELUQUERIAS), (ESTETICAS)",2023-02-02,"MX","CARD PRESENT","F","MEXICO",28,79.81,9347,86,4
"224","TDD","REST ROSETTA          CIUDAD DE MEX001","RESTAURANTE","RESTAURANTES",2022-12-09,"MX","CARD PRESENT","M","CIUDAD DE MEXICO",38,187.1,1477,31,2
"225","TDD","CINEPOLIS APP TICKETS MORELIA MICH 16","ENTRETENIMIENTO","CINES, TEATROS",2022-12-03,"MX","CARD NOT PRESENT","F","MEXICO",29,128.71,7599,25,4
"226","TDC","PAY*RAPPI COMERCIO E  CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-02-02,"MX","CARD NOT PRESENT","M","QUERETARO",34,170.34,9261,86,2
"227","TDD","D LOCAL*DIDI RIDES    CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-02-17,"MX","CARD NOT PRESENT","F","NUEVO LEON",23,61.95,3521,101,4
"228","TDD","SNP*MERCADOPAGO       CIUDAD DE MEX001","AGREGADOR","AGREGADOR",2023-01-07,"MX","CARD NOT PRESENT","F","CAMPECHE",27,588.1,7793,60,3
"229","TDC","STR*UBER PENDING      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-03-06,"MX","CARD NOT PRESENT","F","TAMAULIPAS",28,27.29,5285,118,4
"230","TDD","STR*UBER PENDING      CIUDAD DE MEX001","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-01-25,"MX","CARD NOT PRESENT","F","CHIHUAHUA",24,56.14,861,78,4
"231","TDC","EL ASTURIANO          SANTIAGO DE QQU","MISCELANEAS","ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",2022-11-22,"MX","CARD PRESENT","M","QUERETARO",31,53.11,9138,14,4
"232","TDC","STRIPE *UBER EATS     CIUDAD DE MEXCMX","OTROS","TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",2023-02-13,"MX","CARD NOT PRESENT","M","SONORA",37,97.03,168,97,4
"233","TDC","TULOTERO MEXICO       CIUDAD DE MEX001","OTROS","COMERCIOS ELECTRONICOS (VTAS POR INTERNET)",2022-12-07,"MX","CARD NOT PRESENT","M","CIUDAD DE MEXICO",33,134.7,3617,29,4
"234","TDD","NETFLIX COM CR        MEXICO DF    DF","ENTRETENIMIENTO","PAGO DE SERVICIO POR TELEVISION CABLE/POR EVENTO",2023-01-12,"MX","CARD NOT PRESENT","F","MEXICO",31,79.31,8829,65,4
"235","TDC","AMAZON MX             CIUDAD DE MEX001","OTROS","COMERCIOS ELECTRONICOS (VTAS POR INTERNET)",2022-11-26,"MX","CARD NOT PRESENT","F","MORELOS",60,151.67,7334,18,2
"236","TDD","UBER CORNERSHOP       TLALNEPANTLA 015","RESTAURANTE","RESTAURANTES",2023-01-06,"MX","CARD NOT PRESENT","M","CIUDAD DE MEXICO",31,363.39,3260,59,2
"237","TDC","SPOTIFY               CIUDAD DE MEX001","OTROS","COMERCIOS ELECTRONICOS (VTAS POR INTERNET)",2023-03-01,"MX","CARD NOT PRESENT","M","AGUASCALIENTES",22,99.27,139,113,4
"238","TDD","H&M MX0002 GALER GDL  ZAPOPAN      00","RETAIL","BOUTIQUES ROPA - PARA TODA LA FAMILIA",2022-12-19,"MX","CARD PRESENT","F","JALISCO",31,214.09,8121,41,2
"239","TDD","MERCADO PAGO          CIUDAD DE MEXDF","OTROS","MERCADEO DIRECTO - NO CLASIFICADO",2023-01-17,"MX","CARD NOT PRESENT","M","TAMAULIPAS",26,34.9,8353,70,4
"240","TDD","7 ELEVEN ANAXAGORAS   MEXICO DF    DF","RETAIL","TIENDAS DE CONVENIENCIA, MINISUPER",2022-12-31,"MX","CARD PRESENT","M","CIUDAD DE MEXICO",20,17.44,806,53,4
"241","TDD","UBR* PENDING.UBER.COM    Amsterdam","TRANSPORTE TERRESTRE DE PASAJEROS","LIMOSINAS, (TAXIS)",2023-01-13,"MX","CARD NOT PRESENT","F","NUEVO LEON",29,119.71,8175,66,4
"242","TDD","7 ELEVEN T2206        SALTILLO COAHCO","RETAIL","TIENDAS DE CONVENIENCIA, MINISUPER",2023-01-04,"MX","CARD PRESENT","M","COAHUILA DE ZARAGOZA",45,24.42,9820,57,4
"243","TDC","SPOTIFY               CIUDAD DE MEX001","OTROS","COMERCIOS ELECTRONICOS (VTAS POR INTERNET)",2023-02-23,"MX","CARD NOT PRESENT","F","SAN LUIS POTOSI",29,38.39,5569,107,4
"244","TDD","MERCADO PAGO          CIUDAD DE MEXDF","OTROS","MERCADEO DIRECTO - NO CLASIFICADO",2023-02-24,"MX","CARD NOT PRESENT","M","JALISCO",37,251.97,6393,108,2
"245","TDD","SMARTPY*REST WENDYS   CD JUAREZ CHI001","COMIDA RAPIDA","COMIDA RAPIDA",2023-02-22,"MX","CARD PRESENT","M","CHIHUAHUA",21,99.77,8054,106,4
"246","TDC","STP*UBER EATS PENDING CIUDAD DE MEX001","OTROS","TRASLADOS - FLETES, (SERVICIOS DE MENSAJERIA)",2022-12-15,"MX","CARD NOT PRESENT","M","TABASCO",35,71.83,8550,37,4
